Actual_dt,Actual_Value,ORA
2014-04-26,213,Cornwall
2014-04-27,344,Dorset
2014-04-27,185,Somerset
2014-04-27,2133,Trust
2014-04-27,143,Gloucestershire
2014-04-27,292,Wiltshire
2014-04-27,483,Devon
2014-04-27,228,Cornwall
2014-04-27,457,BNSSG
2014-04-28,2076,Trust
2014-04-28,266,Wiltshire
2014-04-28,500,Devon
2014-04-28,328,Dorset
2014-04-28,439,BNSSG
2014-04-28,195,Somerset
2014-04-28,119,Gloucestershire
2014-04-28,227,Cornwall
2014-04-29,258,Wiltshire
2014-04-29,203,Cornwall
2014-04-29,486,Devon
2014-04-29,420,BNSSG
2014-04-29,109,Gloucestershire
2014-04-29,304,Dorset
2014-04-29,169,Somerset
2014-04-29,1950,Trust
2014-04-30,341,Dorset
2014-04-30,497,Devon
2014-04-30,2024,Trust
2014-04-30,155,Somerset
2014-04-30,231,Cornwall
2014-04-30,433,BNSSG
2014-04-30,242,Wiltshire
2014-04-30,125,Gloucestershire
2014-05-01,198,Somerset
2014-05-01,116,Gloucestershire
2014-05-01,249,Wiltshire
2014-05-01,398,BNSSG
2014-05-01,266,Cornwall
2014-05-01,292,Dorset
2014-05-01,485,Devon
2014-05-01,2006,Trust
2014-05-02,417,BNSSG
2014-05-02,470,Devon
2014-05-02,329,Dorset
2014-05-02,278,Wiltshire
2014-05-02,179,Somerset
2014-05-02,214,Cornwall
2014-05-02,2018,Trust
2014-05-02,130,Gloucestershire
2014-05-03,207,Somerset
2014-05-03,364,Dorset
2014-05-03,316,Wiltshire
2014-05-03,248,Cornwall
2014-05-03,526,Devon
2014-05-03,150,Gloucestershire
2014-05-03,498,BNSSG
2014-05-03,2311,Trust
2014-05-04,153,Gloucestershire
2014-05-04,270,Cornwall
2014-05-04,2272,Trust
2014-05-04,186,Somerset
2014-05-04,519,Devon
2014-05-04,350,Dorset
2014-05-04,285,Wiltshire
2014-05-04,505,BNSSG
2014-05-05,437,BNSSG
2014-05-05,125,Gloucestershire
2014-05-05,339,Dorset
2014-05-05,180,Somerset
2014-05-05,288,Wiltshire
2014-05-05,227,Cornwall
2014-05-05,529,Devon
2014-05-05,2127,Trust
2014-05-06,252,Wiltshire
2014-05-06,143,Gloucestershire
2014-05-06,436,BNSSG
2014-05-06,2092,Trust
2014-05-06,493,Devon
2014-05-06,253,Cornwall
2014-05-06,191,Somerset
2014-05-06,324,Dorset
2014-05-07,115,Gloucestershire
2014-05-07,227,Cornwall
2014-05-07,240,Wiltshire
2014-05-07,412,BNSSG
2014-05-07,169,Somerset
2014-05-07,1936,Trust
2014-05-07,325,Dorset
2014-05-07,443,Devon
2014-05-08,1999,Trust
2014-05-08,327,Dorset
2014-05-08,162,Somerset
2014-05-08,408,BNSSG
2014-05-08,243,Cornwall
2014-05-08,113,Gloucestershire
2014-05-08,476,Devon
2014-05-08,269,Wiltshire
2014-05-09,502,Devon
2014-05-09,282,Wiltshire
2014-05-09,201,Somerset
2014-05-09,131,Gloucestershire
2014-05-09,2112,Trust
2014-05-09,225,Cornwall
2014-05-09,456,BNSSG
2014-05-09,313,Dorset
2014-05-10,289,Wiltshire
2014-05-10,149,Gloucestershire
2014-05-10,2177,Trust
2014-05-10,462,BNSSG
2014-05-10,322,Dorset
2014-05-10,535,Devon
2014-05-10,239,Cornwall
2014-05-10,178,Somerset
2014-05-11,122,Gloucestershire
2014-05-11,542,Devon
2014-05-11,2120,Trust
2014-05-11,326,Dorset
2014-05-11,213,Cornwall
2014-05-11,283,Wiltshire
2014-05-11,447,BNSSG
2014-05-11,187,Somerset
2014-05-12,514,Devon
2014-05-12,2163,Trust
2014-05-12,138,Gloucestershire
2014-05-12,286,Wiltshire
2014-05-12,338,Dorset
2014-05-12,191,Somerset
2014-05-12,231,Cornwall
2014-05-12,464,BNSSG
2014-05-13,406,BNSSG
2014-05-13,332,Dorset
2014-05-13,528,Devon
2014-05-13,182,Somerset
2014-05-13,251,Wiltshire
2014-05-13,220,Cornwall
2014-05-13,2040,Trust
2014-05-13,119,Gloucestershire
2014-05-14,2034,Trust
2014-05-14,404,BNSSG
2014-05-14,251,Wiltshire
2014-05-14,221,Cornwall
2014-05-14,203,Somerset
2014-05-14,329,Dorset
2014-05-14,504,Devon
2014-05-14,117,Gloucestershire
2014-05-15,248,Cornwall
2014-05-15,136,Gloucestershire
2014-05-15,459,BNSSG
2014-05-15,352,Dorset
2014-05-15,289,Wiltshire
2014-05-15,2223,Trust
2014-05-15,211,Somerset
2014-05-15,526,Devon
2014-05-16,322,Dorset
2014-05-16,464,BNSSG
2014-05-16,2177,Trust
2014-05-16,217,Cornwall
2014-05-16,278,Wiltshire
2014-05-16,148,Gloucestershire
2014-05-16,538,Devon
2014-05-16,209,Somerset
2014-05-17,256,Cornwall
2014-05-17,545,Devon
2014-05-17,2336,Trust
2014-05-17,498,BNSSG
2014-05-17,375,Dorset
2014-05-17,220,Somerset
2014-05-17,139,Gloucestershire
2014-05-17,299,Wiltshire
2014-05-18,283,Cornwall
2014-05-18,529,Devon
2014-05-18,307,Wiltshire
2014-05-18,507,BNSSG
2014-05-18,2329,Trust
2014-05-18,218,Somerset
2014-05-18,118,Gloucestershire
2014-05-18,364,Dorset
2014-05-19,157,Gloucestershire
2014-05-19,255,Cornwall
2014-05-19,196,Somerset
2014-05-19,460,BNSSG
2014-05-19,2211,Trust
2014-05-19,484,Devon
2014-05-19,331,Dorset
2014-05-19,325,Wiltshire
2014-05-20,231,Cornwall
2014-05-20,288,Wiltshire
2014-05-20,110,Gloucestershire
2014-05-20,2074,Trust
2014-05-20,320,Dorset
2014-05-20,492,BNSSG
2014-05-20,177,Somerset
2014-05-20,453,Devon
2014-05-21,217,Cornwall
2014-05-21,300,Wiltshire
2014-05-21,193,Somerset
2014-05-21,2160,Trust
2014-05-21,467,BNSSG
2014-05-21,324,Dorset
2014-05-21,523,Devon
2014-05-21,132,Gloucestershire
2014-05-22,177,Somerset
2014-05-22,310,Dorset
2014-05-22,282,Wiltshire
2014-05-22,458,BNSSG
2014-05-22,231,Cornwall
2014-05-22,2046,Trust
2014-05-22,459,Devon
2014-05-22,124,Gloucestershire
2014-05-23,126,Gloucestershire
2014-05-23,2103,Trust
2014-05-23,440,BNSSG
2014-05-23,294,Wiltshire
2014-05-23,184,Somerset
2014-05-23,252,Cornwall
2014-05-23,498,Devon
2014-05-23,307,Dorset
2014-05-24,179,Somerset
2014-05-24,308,Wiltshire
2014-05-24,411,Dorset
2014-05-24,515,Devon
2014-05-24,2276,Trust
2014-05-24,142,Gloucestershire
2014-05-24,476,BNSSG
2014-05-24,245,Cornwall
2014-05-25,542,Devon
2014-05-25,2305,Trust
2014-05-25,430,BNSSG
2014-05-25,298,Wiltshire
2014-05-25,211,Somerset
2014-05-25,256,Cornwall
2014-05-25,409,Dorset
2014-05-25,154,Gloucestershire
2014-05-26,445,BNSSG
2014-05-26,494,Devon
2014-05-26,2158,Trust
2014-05-26,283,Wiltshire
2014-05-26,345,Dorset
2014-05-26,227,Somerset
2014-05-26,100,Gloucestershire
2014-05-26,260,Cornwall
2014-05-27,435,BNSSG
2014-05-27,500,Devon
2014-05-27,245,Cornwall
2014-05-27,116,Gloucestershire
2014-05-27,285,Wiltshire
2014-05-27,307,Dorset
2014-05-27,2080,Trust
2014-05-27,189,Somerset
2014-05-28,247,Wiltshire
2014-05-28,156,Somerset
2014-05-28,406,BNSSG
2014-05-28,504,Devon
2014-05-28,2007,Trust
2014-05-28,324,Dorset
2014-05-28,132,Gloucestershire
2014-05-28,235,Cornwall
2014-05-29,221,Cornwall
2014-05-29,391,BNSSG
2014-05-29,2040,Trust
2014-05-29,257,Wiltshire
2014-05-29,131,Gloucestershire
2014-05-29,193,Somerset
2014-05-29,343,Dorset
2014-05-29,502,Devon
2014-05-30,2117,Trust
2014-05-30,206,Somerset
2014-05-30,226,Cornwall
2014-05-30,122,Gloucestershire
2014-05-30,508,Devon
2014-05-30,426,BNSSG
2014-05-30,359,Dorset
2014-05-30,267,Wiltshire
2014-05-31,195,Somerset
2014-05-31,371,Dorset
2014-05-31,151,Gloucestershire
2014-05-31,544,BNSSG
2014-05-31,243,Cornwall
2014-05-31,331,Wiltshire
2014-05-31,551,Devon
2014-05-31,2389,Trust
2014-06-01,372,Dorset
2014-06-01,140,Gloucestershire
2014-06-01,502,BNSSG
2014-06-01,235,Cornwall
2014-06-01,2296,Trust
2014-06-01,296,Wiltshire
2014-06-01,524,Devon
2014-06-01,225,Somerset
2014-06-02,333,Dorset
2014-06-02,448,BNSSG
2014-06-02,191,Somerset
2014-06-02,225,Cornwall
2014-06-02,491,Devon
2014-06-02,263,Wiltshire
2014-06-02,116,Gloucestershire
2014-06-02,2071,Trust
2014-06-03,316,Dorset
2014-06-03,262,Wiltshire
2014-06-03,481,Devon
2014-06-03,2013,Trust
2014-06-03,410,BNSSG
2014-06-03,231,Cornwall
2014-06-03,178,Somerset
2014-06-03,134,Gloucestershire
2014-06-04,397,BNSSG
2014-06-04,473,Devon
2014-06-04,350,Dorset
2014-06-04,233,Cornwall
2014-06-04,1984,Trust
2014-06-04,176,Somerset
2014-06-04,102,Gloucestershire
2014-06-04,249,Wiltshire
2014-06-05,205,Somerset
2014-06-05,112,Gloucestershire
2014-06-05,242,Cornwall
2014-06-05,456,BNSSG
2014-06-05,254,Wiltshire
2014-06-05,498,Devon
2014-06-05,2127,Trust
2014-06-05,357,Dorset
2014-06-06,350,Dorset
2014-06-06,504,Devon
2014-06-06,2272,Trust
2014-06-06,262,Cornwall
2014-06-06,515,BNSSG
2014-06-06,199,Somerset
2014-06-06,286,Wiltshire
2014-06-06,153,Gloucestershire
2014-06-07,2373,Trust
2014-06-07,387,Dorset
2014-06-07,231,Somerset
2014-06-07,562,Devon
2014-06-07,282,Cornwall
2014-06-07,105,Gloucestershire
2014-06-07,488,BNSSG
2014-06-07,314,Wiltshire
2014-06-08,184,Somerset
2014-06-08,380,Dorset
2014-06-08,294,Wiltshire
2014-06-08,2251,Trust
2014-06-08,250,Cornwall
2014-06-08,128,Gloucestershire
2014-06-08,482,BNSSG
2014-06-08,531,Devon
2014-06-09,123,Gloucestershire
2014-06-09,2200,Trust
2014-06-09,241,Cornwall
2014-06-09,329,Wiltshire
2014-06-09,529,Devon
2014-06-09,188,Somerset
2014-06-09,447,BNSSG
2014-06-09,341,Dorset
2014-06-10,128,Gloucestershire
2014-06-10,477,Devon
2014-06-10,272,Wiltshire
2014-06-10,2053,Trust
2014-06-10,414,BNSSG
2014-06-10,334,Dorset
2014-06-10,224,Cornwall
2014-06-10,203,Somerset
2014-06-11,2072,Trust
2014-06-11,194,Somerset
2014-06-11,316,Dorset
2014-06-11,236,Cornwall
2014-06-11,435,BNSSG
2014-06-11,492,Devon
2014-06-11,132,Gloucestershire
2014-06-11,267,Wiltshire
2014-06-12,193,Somerset
2014-06-12,140,Gloucestershire
2014-06-12,273,Wiltshire
2014-06-12,440,BNSSG
2014-06-12,248,Cornwall
2014-06-12,2135,Trust
2014-06-12,504,Devon
2014-06-12,335,Dorset
2014-06-13,2184,Trust
2014-06-13,282,Wiltshire
2014-06-13,333,Dorset
2014-06-13,467,BNSSG
2014-06-13,240,Cornwall
2014-06-13,124,Gloucestershire
2014-06-13,538,Devon
2014-06-13,198,Somerset
2014-06-14,309,Wiltshire
2014-06-14,465,BNSSG
2014-06-14,230,Somerset
2014-06-14,560,Devon
2014-06-14,155,Gloucestershire
2014-06-14,382,Dorset
2014-06-14,2345,Trust
2014-06-14,243,Cornwall
2014-06-15,2339,Trust
2014-06-15,229,Cornwall
2014-06-15,295,Wiltshire
2014-06-15,494,BNSSG
2014-06-15,137,Gloucestershire
2014-06-15,568,Devon
2014-06-15,220,Somerset
2014-06-15,391,Dorset
2014-06-16,240,Cornwall
2014-06-16,297,Wiltshire
2014-06-16,341,Dorset
2014-06-16,455,BNSSG
2014-06-16,2135,Trust
2014-06-16,196,Somerset
2014-06-16,465,Devon
2014-06-16,137,Gloucestershire
2014-06-17,215,Cornwall
2014-06-17,175,Somerset
2014-06-17,2079,Trust
2014-06-17,478,Devon
2014-06-17,454,BNSSG
2014-06-17,341,Dorset
2014-06-17,147,Gloucestershire
2014-06-17,268,Wiltshire
2014-06-18,172,Somerset
2014-06-18,2073,Trust
2014-06-18,363,Dorset
2014-06-18,457,BNSSG
2014-06-18,228,Wiltshire
2014-06-18,112,Gloucestershire
2014-06-18,506,Devon
2014-06-18,232,Cornwall
2014-06-19,370,Dorset
2014-06-19,419,BNSSG
2014-06-19,2118,Trust
2014-06-19,482,Devon
2014-06-19,271,Wiltshire
2014-06-19,243,Cornwall
2014-06-19,137,Gloucestershire
2014-06-19,194,Somerset
2014-06-20,2251,Trust
2014-06-20,481,BNSSG
2014-06-20,239,Cornwall
2014-06-20,353,Dorset
2014-06-20,145,Gloucestershire
2014-06-20,200,Somerset
2014-06-20,301,Wiltshire
2014-06-20,531,Devon
2014-06-21,402,Dorset
2014-06-21,566,Devon
2014-06-21,517,BNSSG
2014-06-21,2322,Trust
2014-06-21,201,Somerset
2014-06-21,265,Wiltshire
2014-06-21,237,Cornwall
2014-06-21,130,Gloucestershire
2014-06-22,312,Wiltshire
2014-06-22,363,Dorset
2014-06-22,2307,Trust
2014-06-22,491,BNSSG
2014-06-22,255,Cornwall
2014-06-22,205,Somerset
2014-06-22,148,Gloucestershire
2014-06-22,529,Devon
2014-06-23,2288,Trust
2014-06-23,268,Cornwall
2014-06-23,294,Wiltshire
2014-06-23,212,Somerset
2014-06-23,430,BNSSG
2014-06-23,167,Gloucestershire
2014-06-23,340,Dorset
2014-06-23,574,Devon
2014-06-24,232,Cornwall
2014-06-24,124,Gloucestershire
2014-06-24,262,Wiltshire
2014-06-24,452,BNSSG
2014-06-24,2138,Trust
2014-06-24,526,Devon
2014-06-24,352,Dorset
2014-06-24,187,Somerset
2014-06-25,257,Wiltshire
2014-06-25,256,Cornwall
2014-06-25,533,Devon
2014-06-25,313,Dorset
2014-06-25,2093,Trust
2014-06-25,141,Gloucestershire
2014-06-25,406,BNSSG
2014-06-25,186,Somerset
2014-06-26,199,Cornwall
2014-06-26,261,Wiltshire
2014-06-26,181,Somerset
2014-06-26,327,Dorset
2014-06-26,137,Gloucestershire
2014-06-26,445,BNSSG
2014-06-26,2023,Trust
2014-06-26,472,Devon
2014-06-27,2119,Trust
2014-06-27,348,Dorset
2014-06-27,431,BNSSG
2014-06-27,253,Wiltshire
2014-06-27,203,Somerset
2014-06-27,117,Gloucestershire
2014-06-27,236,Cornwall
2014-06-27,530,Devon
2014-06-28,2312,Trust
2014-06-28,373,Dorset
2014-06-28,164,Gloucestershire
2014-06-28,299,Wiltshire
2014-06-28,256,Cornwall
2014-06-28,194,Somerset
2014-06-28,527,Devon
2014-06-28,495,BNSSG
2014-06-29,378,Dorset
2014-06-29,218,Somerset
2014-06-29,287,Wiltshire
2014-06-29,2335,Trust
2014-06-29,559,Devon
2014-06-29,268,Cornwall
2014-06-29,487,BNSSG
2014-06-29,136,Gloucestershire
2014-06-30,360,Dorset
2014-06-30,226,Cornwall
2014-06-30,136,Gloucestershire
2014-06-30,184,Somerset
2014-06-30,282,Wiltshire
2014-06-30,536,Devon
2014-06-30,445,BNSSG
2014-06-30,2169,Trust
2014-07-01,182,Somerset
2014-07-01,2015,Trust
2014-07-01,378,BNSSG
2014-07-01,120,Gloucestershire
2014-07-01,227,Cornwall
2014-07-01,498,Devon
2014-07-01,359,Dorset
2014-07-01,250,Wiltshire
2014-07-02,429,BNSSG
2014-07-02,249,Cornwall
2014-07-02,135,Gloucestershire
2014-07-02,167,Somerset
2014-07-02,2114,Trust
2014-07-02,350,Dorset
2014-07-02,274,Wiltshire
2014-07-02,509,Devon
2014-07-03,196,Somerset
2014-07-03,241,Wiltshire
2014-07-03,2095,Trust
2014-07-03,139,Gloucestershire
2014-07-03,229,Cornwall
2014-07-03,366,Dorset
2014-07-03,504,Devon
2014-07-03,418,BNSSG
2014-07-04,248,Cornwall
2014-07-04,202,Somerset
2014-07-04,485,Devon
2014-07-04,267,Wiltshire
2014-07-04,345,Dorset
2014-07-04,119,Gloucestershire
2014-07-04,2079,Trust
2014-07-04,410,BNSSG
2014-07-05,2266,Trust
2014-07-05,247,Cornwall
2014-07-05,277,Wiltshire
2014-07-05,380,Dorset
2014-07-05,548,Devon
2014-07-05,136,Gloucestershire
2014-07-05,184,Somerset
2014-07-05,490,BNSSG
2014-07-06,300,Wiltshire
2014-07-06,2273,Trust
2014-07-06,124,Gloucestershire
2014-07-06,391,Dorset
2014-07-06,521,Devon
2014-07-06,268,Cornwall
2014-07-06,470,BNSSG
2014-07-06,196,Somerset
2014-07-07,259,Cornwall
2014-07-07,2115,Trust
2014-07-07,441,BNSSG
2014-07-07,370,Dorset
2014-07-07,115,Gloucestershire
2014-07-07,169,Somerset
2014-07-07,249,Wiltshire
2014-07-07,511,Devon
2014-07-08,326,Dorset
2014-07-08,414,BNSSG
2014-07-08,525,Devon
2014-07-08,123,Gloucestershire
2014-07-08,2126,Trust
2014-07-08,275,Wiltshire
2014-07-08,207,Somerset
2014-07-08,253,Cornwall
2014-07-09,507,Devon
2014-07-09,2031,Trust
2014-07-09,129,Gloucestershire
2014-07-09,319,Dorset
2014-07-09,399,BNSSG
2014-07-09,183,Somerset
2014-07-09,255,Wiltshire
2014-07-09,236,Cornwall
2014-07-10,281,Wiltshire
2014-07-10,143,Gloucestershire
2014-07-10,260,Cornwall
2014-07-10,353,Dorset
2014-07-10,469,BNSSG
2014-07-10,2203,Trust
2014-07-10,499,Devon
2014-07-10,196,Somerset
2014-07-11,273,Wiltshire
2014-07-11,466,BNSSG
2014-07-11,146,Gloucestershire
2014-07-11,527,Devon
2014-07-11,196,Somerset
2014-07-11,2236,Trust
2014-07-11,370,Dorset
2014-07-11,255,Cornwall
2014-07-12,227,Cornwall
2014-07-12,151,Gloucestershire
2014-07-12,185,Somerset
2014-07-12,515,BNSSG
2014-07-12,399,Dorset
2014-07-12,557,Devon
2014-07-12,298,Wiltshire
2014-07-12,2334,Trust
2014-07-13,322,Wiltshire
2014-07-13,2238,Trust
2014-07-13,352,Dorset
2014-07-13,261,Cornwall
2014-07-13,478,BNSSG
2014-07-13,185,Somerset
2014-07-13,507,Devon
2014-07-13,132,Gloucestershire
2014-07-14,358,Dorset
2014-07-14,248,Cornwall
2014-07-14,456,BNSSG
2014-07-14,274,Wiltshire
2014-07-14,520,Devon
2014-07-14,106,Gloucestershire
2014-07-14,2168,Trust
2014-07-14,205,Somerset
2014-07-15,193,Somerset
2014-07-15,121,Gloucestershire
2014-07-15,266,Wiltshire
2014-07-15,536,Devon
2014-07-15,399,BNSSG
2014-07-15,2139,Trust
2014-07-15,355,Dorset
2014-07-15,267,Cornwall
2014-07-16,441,BNSSG
2014-07-16,193,Somerset
2014-07-16,322,Dorset
2014-07-16,509,Devon
2014-07-16,230,Cornwall
2014-07-16,318,Wiltshire
2014-07-16,2131,Trust
2014-07-16,117,Gloucestershire
2014-07-17,184,Somerset
2014-07-17,260,Wiltshire
2014-07-17,522,Devon
2014-07-17,228,Cornwall
2014-07-17,474,BNSSG
2014-07-17,2128,Trust
2014-07-17,322,Dorset
2014-07-17,137,Gloucestershire
2014-07-18,236,Cornwall
2014-07-18,458,BNSSG
2014-07-18,347,Dorset
2014-07-18,560,Devon
2014-07-18,199,Somerset
2014-07-18,311,Wiltshire
2014-07-18,143,Gloucestershire
2014-07-18,2256,Trust
2014-07-19,530,Devon
2014-07-19,326,Wiltshire
2014-07-19,2365,Trust
2014-07-19,205,Somerset
2014-07-19,147,Gloucestershire
2014-07-19,511,BNSSG
2014-07-19,400,Dorset
2014-07-19,243,Cornwall
2014-07-20,379,Dorset
2014-07-20,583,Devon
2014-07-20,2376,Trust
2014-07-20,138,Gloucestershire
2014-07-20,177,Somerset
2014-07-20,287,Cornwall
2014-07-20,293,Wiltshire
2014-07-20,518,BNSSG
2014-07-21,276,Cornwall
2014-07-21,460,BNSSG
2014-07-21,133,Gloucestershire
2014-07-21,2231,Trust
2014-07-21,343,Dorset
2014-07-21,290,Wiltshire
2014-07-21,551,Devon
2014-07-21,178,Somerset
2014-07-22,122,Gloucestershire
2014-07-22,284,Wiltshire
2014-07-22,2123,Trust
2014-07-22,237,Cornwall
2014-07-22,426,BNSSG
2014-07-22,359,Dorset
2014-07-22,212,Somerset
2014-07-22,478,Devon
2014-07-23,204,Somerset
2014-07-23,302,Wiltshire
2014-07-23,526,Devon
2014-07-23,478,BNSSG
2014-07-23,356,Dorset
2014-07-23,2262,Trust
2014-07-23,137,Gloucestershire
2014-07-23,255,Cornwall
2014-07-24,2203,Trust
2014-07-24,539,Devon
2014-07-24,452,BNSSG
2014-07-24,254,Cornwall
2014-07-24,280,Wiltshire
2014-07-24,123,Gloucestershire
2014-07-24,193,Somerset
2014-07-24,360,Dorset
2014-07-25,2306,Trust
2014-07-25,304,Wiltshire
2014-07-25,602,Devon
2014-07-25,361,Dorset
2014-07-25,235,Cornwall
2014-07-25,146,Gloucestershire
2014-07-25,452,BNSSG
2014-07-25,204,Somerset
2014-07-26,274,Cornwall
2014-07-26,508,BNSSG
2014-07-26,212,Somerset
2014-07-26,604,Devon
2014-07-26,154,Gloucestershire
2014-07-26,330,Wiltshire
2014-07-26,2482,Trust
2014-07-26,400,Dorset
2014-07-27,336,Wiltshire
2014-07-27,279,Cornwall
2014-07-27,418,Dorset
2014-07-27,147,Gloucestershire
2014-07-27,206,Somerset
2014-07-27,592,Devon
2014-07-27,486,BNSSG
2014-07-27,2464,Trust
2014-07-28,278,Wiltshire
2014-07-28,253,Cornwall
2014-07-28,125,Gloucestershire
2014-07-28,456,BNSSG
2014-07-28,188,Somerset
2014-07-28,2149,Trust
2014-07-28,507,Devon
2014-07-28,339,Dorset
2014-07-29,2120,Trust
2014-07-29,255,Cornwall
2014-07-29,451,BNSSG
2014-07-29,490,Devon
2014-07-29,259,Wiltshire
2014-07-29,132,Gloucestershire
2014-07-29,200,Somerset
2014-07-29,328,Dorset
2014-07-30,124,Gloucestershire
2014-07-30,274,Wiltshire
2014-07-30,333,Dorset
2014-07-30,220,Cornwall
2014-07-30,439,BNSSG
2014-07-30,180,Somerset
2014-07-30,2071,Trust
2014-07-30,498,Devon
2014-07-31,264,Wiltshire
2014-07-31,2045,Trust
2014-07-31,207,Somerset
2014-07-31,303,Dorset
2014-07-31,390,BNSSG
2014-07-31,137,Gloucestershire
2014-07-31,493,Devon
2014-07-31,249,Cornwall
2014-08-01,484,Devon
2014-08-01,231,Cornwall
2014-08-01,164,Somerset
2014-08-01,131,Gloucestershire
2014-08-01,267,Wiltshire
2014-08-01,329,Dorset
2014-08-01,445,BNSSG
2014-08-01,2051,Trust
2014-08-02,530,Devon
2014-08-02,136,Gloucestershire
2014-08-02,226,Somerset
2014-08-02,480,BNSSG
2014-08-02,2260,Trust
2014-08-02,234,Cornwall
2014-08-02,285,Wiltshire
2014-08-02,367,Dorset
2014-08-03,255,Wiltshire
2014-08-03,129,Gloucestershire
2014-08-03,402,Dorset
2014-08-03,2340,Trust
2014-08-03,201,Somerset
2014-08-03,488,BNSSG
2014-08-03,277,Cornwall
2014-08-03,585,Devon
2014-08-04,344,Dorset
2014-08-04,180,Somerset
2014-08-04,2084,Trust
2014-08-04,139,Gloucestershire
2014-08-04,239,Cornwall
2014-08-04,417,BNSSG
2014-08-04,264,Wiltshire
2014-08-04,500,Devon
2014-08-05,228,Cornwall
2014-08-05,136,Gloucestershire
2014-08-05,1963,Trust
2014-08-05,179,Somerset
2014-08-05,463,Devon
2014-08-05,378,BNSSG
2014-08-05,321,Dorset
2014-08-05,253,Wiltshire
2014-08-06,460,Devon
2014-08-06,234,Cornwall
2014-08-06,132,Gloucestershire
2014-08-06,421,BNSSG
2014-08-06,2051,Trust
2014-08-06,345,Dorset
2014-08-06,193,Somerset
2014-08-06,265,Wiltshire
2014-08-07,273,Wiltshire
2014-08-07,436,BNSSG
2014-08-07,249,Cornwall
2014-08-07,143,Gloucestershire
2014-08-07,513,Devon
2014-08-07,186,Somerset
2014-08-07,306,Dorset
2014-08-07,2108,Trust
2014-08-08,331,Dorset
2014-08-08,311,Wiltshire
2014-08-08,453,BNSSG
2014-08-08,122,Gloucestershire
2014-08-08,232,Cornwall
2014-08-08,503,Devon
2014-08-08,205,Somerset
2014-08-08,2159,Trust
2014-08-09,293,Wiltshire
2014-08-09,324,Dorset
2014-08-09,132,Gloucestershire
2014-08-09,260,Cornwall
2014-08-09,2192,Trust
2014-08-09,190,Somerset
2014-08-09,526,Devon
2014-08-09,465,BNSSG
2014-08-10,518,Devon
2014-08-10,114,Gloucestershire
2014-08-10,334,Dorset
2014-08-10,251,Cornwall
2014-08-10,269,Wiltshire
2014-08-10,2085,Trust
2014-08-10,190,Somerset
2014-08-10,406,BNSSG
2014-08-11,192,Somerset
2014-08-11,2030,Trust
2014-08-11,486,Devon
2014-08-11,350,Dorset
2014-08-11,233,Cornwall
2014-08-11,123,Gloucestershire
2014-08-11,405,BNSSG
2014-08-11,239,Wiltshire
2014-08-12,2031,Trust
2014-08-12,208,Somerset
2014-08-12,506,Devon
2014-08-12,121,Gloucestershire
2014-08-12,236,Cornwall
2014-08-12,398,BNSSG
2014-08-12,261,Wiltshire
2014-08-12,301,Dorset
2014-08-13,252,Cornwall
2014-08-13,1996,Trust
2014-08-13,237,Wiltshire
2014-08-13,387,BNSSG
2014-08-13,142,Gloucestershire
2014-08-13,183,Somerset
2014-08-13,322,Dorset
2014-08-13,469,Devon
2014-08-14,1945,Trust
2014-08-14,226,Wiltshire
2014-08-14,174,Somerset
2014-08-14,327,Dorset
2014-08-14,109,Gloucestershire
2014-08-14,461,Devon
2014-08-14,415,BNSSG
2014-08-14,231,Cornwall
2014-08-15,314,Dorset
2014-08-15,2036,Trust
2014-08-15,259,Wiltshire
2014-08-15,498,Devon
2014-08-15,125,Gloucestershire
2014-08-15,178,Somerset
2014-08-15,398,BNSSG
2014-08-15,263,Cornwall
2014-08-16,144,Gloucestershire
2014-08-16,2298,Trust
2014-08-16,486,BNSSG
2014-08-16,288,Wiltshire
2014-08-16,216,Somerset
2014-08-16,349,Dorset
2014-08-16,238,Cornwall
2014-08-16,576,Devon
2014-08-17,2163,Trust
2014-08-17,246,Cornwall
2014-08-17,520,Devon
2014-08-17,327,Dorset
2014-08-17,271,Wiltshire
2014-08-17,489,BNSSG
2014-08-17,135,Gloucestershire
2014-08-17,170,Somerset
2014-08-18,2136,Trust
2014-08-18,445,BNSSG
2014-08-18,509,Devon
2014-08-18,250,Cornwall
2014-08-18,277,Wiltshire
2014-08-18,183,Somerset
2014-08-18,324,Dorset
2014-08-18,145,Gloucestershire
2014-08-19,2032,Trust
2014-08-19,258,Cornwall
2014-08-19,170,Somerset
2014-08-19,384,BNSSG
2014-08-19,327,Dorset
2014-08-19,521,Devon
2014-08-19,241,Wiltshire
2014-08-19,130,Gloucestershire
2014-08-20,495,Devon
2014-08-20,2037,Trust
2014-08-20,166,Somerset
2014-08-20,247,Wiltshire
2014-08-20,328,Dorset
2014-08-20,258,Cornwall
2014-08-20,122,Gloucestershire
2014-08-20,419,BNSSG
2014-08-21,339,Dorset
2014-08-21,446,BNSSG
2014-08-21,502,Devon
2014-08-21,237,Wiltshire
2014-08-21,167,Somerset
2014-08-21,240,Cornwall
2014-08-21,124,Gloucestershire
2014-08-21,2057,Trust
2014-08-22,204,Somerset
2014-08-22,446,BNSSG
2014-08-22,244,Cornwall
2014-08-22,2189,Trust
2014-08-22,125,Gloucestershire
2014-08-22,547,Devon
2014-08-22,270,Wiltshire
2014-08-22,349,Dorset
2014-08-23,208,Somerset
2014-08-23,291,Cornwall
2014-08-23,2333,Trust
